Rk,Name,Team,Pos.,Yr,GP,G,A,PTS,Pt/Gm,PIM,Shots,GWG,PPG,SHG,+/-,Blk,FW,FL,FO%,,,,,,
,Seth Eisele,Omaha,G,Gr,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Easton Hesse,Lake Superior,G,Jr,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Will Traeger,Boston College,F,So,8,0,0,0,0,2,2,0,0,0,-1,0,0,2,0,,,,,,
,Jeppe Urup,Northern Michigan,D,Fr,8,0,0,0,0,2,3,0,0,0,-3,7,0,0,,,,,,,
,Simon Bucheler,Mercyhurst,G,Fr,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Sam Stange,Wisconsin,F,Sr,7,0,0,0,0,4,3,0,0,0,-2,3,2,1,66.7,,,,,,
,Charlie Russell,Clarkson,F,Fr,7,0,0,0,0,0,5,0,0,0,-4,1,0,0,,,,,,,
,Douglas Andersson,American Int'l,F,Fr,7,0,0,0,0,6,6,0,0,0,-3,1,0,0,,,,,,,
,Brendan Poshak,Northern Michigan,F,Fr,7,0,0,0,0,0,5,0,0,0,1,2,1,0,100,,,,,,
,Ethan Ullrick,Air Force,F,Fr,7,0,0,0,0,15,6,0,0,0,-3,2,0,0,,,,,,,
,Hobie Hedquist,North Dakota,G,Fr,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Atte Lehikoinen,Long Island,D,Fr,7,0,0,0,0,2,8,0,0,0,-3,3,0,0,,,,,,,
,Josh Orrico,Michigan,D,Fr,7,0,0,0,0,2,1,0,0,0,0,0,0,0,,,,,,,
,Douglas Scott,RIT,D,Jr,7,0,0,0,0,14,5,0,0,0,-1,0,0,0,,,,,,,
,Noah West,Michigan,G,Sr,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Keegan Langefels,Canisius,D,Jr,7,0,0,0,0,2,4,0,0,0,-4,2,0,0,,,,,,,
,Lassi Lehti,Alaska,G,So,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Brett Miller,RPI,G,Sr,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Matthew Syverson,Lindenwood,G,Fr,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Lucas Jones,Vermont,D,So,6,0,0,0,0,17,0,0,0,0,-2,2,0,0,,,,,,,
,Mitchell Day,Niagara,G,Fr,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Brady Parker,Clarkson,G,Jr,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Brendan Miles,Michigan,D,So,6,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,,,,,
,Michael Emerson,North Dakota,F,Fr,6,0,0,0,0,2,0,0,0,0,-1,0,0,1,0,,,,,,
,Emmett Croteau,Clarkson,G,Fr,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Kaleb Tiessen,St. Cloud State,D,Fr,6,0,0,0,0,0,3,0,0,0,1,2,0,0,,,,,,,
,William Hakansson,Lake Superior,G,Fr,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,James Crossman,Michigan State,D,Sr,5,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,,,,
,Conor Callaghan,Princeton,G,Fr,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Davis Fry,Mercyhurst,F,Fr,5,0,0,0,0,2,1,0,0,0,-2,3,9,14,39.1,,,,,,
,Tanner Edwards,Minnesota State,F,Jr,5,0,0,0,0,4,2,0,0,0,-1,0,0,0,,,,,,,
,Noah Serdachny,Colorado College,F,So,5,0,0,0,0,2,4,0,0,0,-2,1,4,8,33.3,,,,,,
,Oak MacLeod,St. Lawrence,F,Jr,5,0,0,0,0,2,7,0,0,0,-1,0,0,0,,,,,,,
,Jacob Badal,Ferris State,F,So,5,0,0,0,0,0,3,0,0,0,-3,1,0,0,,,,,,,
,Roan Clarke,Dartmouth,G,Fr,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Jack Powell,Bemidji State,D,Sr,4,0,0,0,0,0,0,0,0,0,1,3,0,0,,,,,,,
,Maiszon Balboa,Air Force,G,Sr,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Joe Sharib,Union,G,Jr,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Jan Korec,Boston College,G,Fr,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Luke Lush,RIT,G,Fr,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Will Hambley,Alaska,G,Fr,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Luca Di Pasquo,Michigan State,G,Fr,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Michael Martignetti,Stonehill,D,So,4,0,0,0,0,4,0,0,0,0,-5,0,0,0,,,,,,,
,Nolan Joyce,Boston College,D,Fr,4,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,
,Tanner Komzak,North Dakota,D,Fr,4,0,0,0,0,0,1,0,0,0,2,3,0,0,,,,,,,
,Benito Posa,Lake Superior,F,Sr,4,0,0,0,0,2,5,0,0,0,-4,1,0,0,,,,,,,
,William Gramme,Wisconsin,G,Fr,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Chase Ramsay,Quinnipiac,D,Fr,4,0,0,0,0,0,1,0,0,0,-1,2,0,0,,,,,,,
,Jack Shemligian,Stonehill,D,So,4,0,0,0,0,2,1,0,0,0,-5,0,0,0,,,,,,,
,Max Vayrynen,Michigan Tech,G,So,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Henry Wilder,Colorado College,G,Gr,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Nathan Airey,Minnesota,G,Fr,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Dylan Davies,RPI,D,Sr,3,0,0,0,0,2,3,0,0,0,0,2,0,0,,,,,,,
,Jaryd Sych,Mercyhurst,D,Fr,3,0,0,0,0,0,3,0,0,0,-1,2,0,0,,,,,,,
,Matt Hutton,Robert Morris,F,Sr,3,0,0,0,0,2,3,0,0,0,-1,1,0,0,,,,,,,
,Raythan Robbins,Bemidji State,G,Fr,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Salvatore Evola,Bowling Green,G,So,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Seiya Tanaka-Campbell,Yale,F,Fr,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Anthony Messuri,Northeastern,F,So,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,,,,,
,Cullen DeYoung,Sacred Heart,G,Fr,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Connor Hopkins,Northeastern,G,Fr,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Axel Mangbo,Vermont,G,Fr,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Andrew Takacs,Colgate,G,So,3,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
,Lee Chiang,Robert Morris,F,Fr,3,0,0,0,0,0,5,0,0,0,-1,0,0,0,,,,,,,
,Noah Altman,Quinnipiac,G,Jr,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Trevor Kukkonen,Michigan Tech,F,So,2,0,0,0,0,2,1,0,0,0,0,0,0,0,,,,,,,
,Gavin Best,Michigan State,F,So,2,0,0,0,0,0,2,0,0,0,-2,0,0,0,,,,,,,
,Cooper Connell,Bentley,F,Jr,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,
,Edvards Bergmanis,Alaska,F,Fr,2,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,
,Aidan Connolly,Sacred Heart,F,So,2,0,0,0,0,2,4,0,0,0,-2,1,0,0,,,,,,,
,Henry Graham,Boston University,G,Gr,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Grant Adams,St. Lawrence,G,Sr,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Mason Kucenski,St. Lawrence,G,Fr,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Michael Sochan,Robert Morris,G,Fr,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Marcus Brännman,Providence,G,Fr,2,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
,Nicholas Wallace,Quinnipiac,D,Fr,2,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,
,David Hymovitch,Arizona State,F,Fr,2,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,
,Remington Keopple,Cornell,G,So,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Paxton Geisel,Denver,G,Fr,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Edvard Nordlund,Mass.-Lowell,G,Jr,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Antonio Fernandez,Colorado College,D,Fr,2,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,
,Jasper Lester,Air Force,D,Jr,2,0,0,0,0,0,4,0,0,0,1,1,0,0,,,,,,,
,Carter McPhail,Miami,G,Sr,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Joey Dosan,Army,F,So,2,0,0,0,0,0,1,0,0,0,-1,1,0,0,,,,,,,
,Jake Sacratini,American Int'l,F,So,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,James Callahan,Air Force,D,Fr,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Josh Phillips,Union,D,Jr,2,0,0,0,0,2,2,0,0,0,0,2,0,0,,,,,,,
,Danny Pearson,Bentley,F,Jr,2,0,0,0,0,4,1,0,0,0,-1,1,0,0,,,,,,,
,Reilly Herbst,Ohio State,G,Jr,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Ryan Stevens,Yale,F,Sr,2,0,0,0,0,0,3,0,0,0,-2,0,0,0,,,,,,,
,Pete Eigner,Bowling Green,G,Jr,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Jeremy Gervais,Lake Superior,D,Sr,2,0,0,0,0,0,2,0,0,0,-1,0,0,0,,,,,,,
,Matt Pasquale,Connecticut,G,Sr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Kaleb Johnson,North Dakota,G,So,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Dominik Wasik,Air Force,G,Fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Jack Williams,Notre Dame,G,So,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Chase Hamm,Arizona State,G,Fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Jon Mor,Michigan State,G,Sr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Jeremy Forman,New Hampshire,G,Sr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Jackson Irving,Massachusetts,G,Fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Ryan McInchak,Cornell,G,Sr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Josh Bohlin,Army,F,Jr,1,0,0,0,0,2,1,0,0,0,-1,2,0,0,,,,,,,
,Zach Sandy,Minnesota-Duluth,G,So,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Huston Karpman,Connecticut,F,So,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,,,,,
,Will Francis,Minnesota-Duluth,D,Jr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Max Miller,Harvard,G,Sr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Kennedy O'Connor,Massachusetts,D,So,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Mitch Lafay,Alaska-Anchorage,F,Fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Louden Hogg,Holy Cross,G,So,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Peter Frates,Harvard,D,Jr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Carter Clafton,Air Force,G,Fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Daniel Chenard,RIT,G,Sr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Sam Jacobs,Air Force,F,Fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Eli Pilosof,Union,F,Fr,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
,Nick Howard,Boston University,G,Gr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Oliver Bezick,Michigan Tech,D,So,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,,,,,
,Josh Seeley,Bentley,G,So,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,James Gray,St. Cloud State,G,Fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Evan Mitchell,St. Lawrence,D,Fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Aksel Reid,Union,G,Fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Max Lacroix,Boston University,G,Fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Nick Haas,Colgate,G,So,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Steven Bacovsky,Merrimack,G,So,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Doug Dorr,Penn State,G,Sr,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,
,Luke Strickland,Long Island,F,Fr,1,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,
,Cole Hudson,American Int'l,G,Sr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Josh Graziano,Notre Dame,G,Sr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Michael Morelli,Michigan Tech,G,So,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Zach Hahn,New Hampshire,D,Fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Dylan Ghaemi,Stonehill,G,So,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Zach Wiese,Minnesota,G,So,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Harry Meirowitz,Brown,D,So,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,
,Hunter Weiss,Notre Dame,D,Jr,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,,,,,
,Harrison Chesney,Northeastern,G,So,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Alex Houston,Canisius,G,Jr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Mikey Roberts,Dartmouth,G,So,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Luke LaMaster,Wisconsin,D,Sr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Ryan Solomon,Quinnipiac,G,Jr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,William Elias,Holy Cross,D,Fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Thomas Jarman,Boston University,D,Sr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Matteo Pecchia,Alaska,F,Jr,1,0,0,0,0,2,1,0,0,0,-1,2,0,0,,,,,,,
,Andrew Miller,Minnesota State,G,Jr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
