Name,Team,Pos.,Yr,GP,G,A,PTS,Pt/Gm,PIM,Shots,GWG,PPG,SHG,+/-,Blk,FW,FL,FO%,Season,Pos_Group,PtGm_pct,G_pct,A_pct,Shots_pct,PPG_pct,SHG_pct,+/-_pct,Blk_pct,FO_pct,Elite
Peter Muzyka,Cornell,D,Fr,6.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,2.0114942528735633,35.24904214559387,48.75478927203065,60.05747126436781,12.403846153846153,,False
Austin McCarthy,Ferris State,F,So,5.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,-2.0,3.0,13.0,32.0,28.9,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,7.974816369359916,26.705141657922347,43.12696747114376,41.2906610703043,13.16894018887723,16.816431322207958,False
Brian Kelly,Vermont,D,Gr,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,,,,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,5.363984674329502,35.24904214559387,48.75478927203065,45.11494252873563,,,False
Cody Hoban,Sacred Heart,F,So,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-2.0,1.0,5.0,4.0,55.6,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,3.7250786988457505,26.705141657922347,43.12696747114376,41.2906610703043,5.823714585519412,83.05519897304237,False
Dalton Weigel,Air Force,D,Jr,5.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,-2.0,2.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,12.835249042145595,35.24904214559387,48.75478927203065,38.40996168582376,7.98076923076923,,False
Tanner Schachle,Long Island,F,Sr,5.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,3.7250786988457505,26.705141657922347,43.12696747114376,41.2906610703043,5.823714585519412,,False
Will Francis,Minnesota-Duluth,D,Fr,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,-2.0,3.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,5.363984674329502,35.24904214559387,48.75478927203065,38.40996168582376,10.096153846153847,,False
Markus Boguslavsky,Boston University,F,Jr,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,33.3,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,0.6820566631689402,26.705141657922347,43.12696747114376,54.98426023084995,5.823714585519412,20.410783055198973,False
Ryan Drkulec,Harvard,F,So,5.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,5.089192025183631,26.705141657922347,43.12696747114376,54.98426023084995,5.823714585519412,,False
Jared Westcott,Lake Superior,F,,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,-3.0,3.0,4.0,3.0,57.1,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,9.44386149003148,26.705141657922347,43.12696747114376,35.30954879328437,13.16894018887723,86.00770218228499,False
Chad Sasaki,Colorado College,D,Jr,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,5.363984674329502,35.24904214559387,48.75478927203065,38.40996168582376,5.384615384615385,,False
Michael Holland,Miami,F,So,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,0.6820566631689402,26.705141657922347,43.12696747114376,35.30954879328437,1.9412381951731374,,False
Eric Ciccolini,Michigan,F,Jr,4.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,3.7250786988457505,26.705141657922347,43.12696747114376,54.98426023084995,1.9412381951731374,5.134788189987163,False
Cooper Fensterstock,Colorado College,F,Fr,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-2.0,2.0,0.0,0.0,,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,3.7250786988457505,26.705141657922347,43.12696747114376,41.2906610703043,9.548793284365162,,False
Kabore Dunn,Maine,D,So,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,2.0114942528735633,35.24904214559387,48.75478927203065,53.16091954022989,1.9230769230769231,25.728155339805824,False
Alex Roy,Niagara,D,Jr,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,2.0114942528735633,35.24904214559387,48.75478927203065,33.33333333333333,1.9230769230769231,,False
Zach Bramwell,Cornell,F,Sr,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,6.138509968520461,26.705141657922347,43.12696747114376,54.98426023084995,1.9412381951731374,,False
Nick Parody,Canisius,F,Jr,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,0.6820566631689402,26.705141657922347,43.12696747114376,54.98426023084995,20.98635886673662,,False
Spence Evans,Brown,D,Fr,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,2.0114942528735633,35.24904214559387,48.75478927203065,53.16091954022989,5.384615384615385,,False
Calvon Boots,RIT,D,Jr,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,7.854406130268199,35.24904214559387,48.75478927203065,45.11494252873563,5.384615384615385,,False
Nátán Vertes,Alaska,F,Fr,4.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,3.7250786988457505,26.705141657922347,43.12696747114376,47.95383001049318,9.548793284365162,,False
Blais Richartz,Michigan Tech,F,So,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,1.0,0.0,0.0,,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,2.098635886673662,26.705141657922347,43.12696747114376,35.30954879328437,5.823714585519412,,False
Andrei Buyalsky,Vermont,F,Fr,3.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,-1.0,0.0,12.0,9.0,57.1,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,11.017838405036725,26.705141657922347,43.12696747114376,47.95383001049318,1.9412381951731374,86.00770218228499,False
Antonio Di Paolo,Alaska,D,So,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,5.363984674329502,35.24904214559387,48.75478927203065,45.11494252873563,1.9230769230769231,,False
Sean Driscoll,Boston University,D,Jr,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,7.854406130268199,35.24904214559387,48.75478927203065,45.11494252873563,7.98076923076923,,False
Thomas Jarman,Boston University,D,So,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,4.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,5.363984674329502,35.24904214559387,48.75478927203065,38.40996168582376,12.403846153846153,,False
Luke Johnson,Providence,D,Jr,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,5.363984674329502,35.24904214559387,48.75478927203065,53.16091954022989,5.384615384615385,,False
Sebastian Miedema,Lake Superior,D,Fr,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,5.363984674329502,35.24904214559387,48.75478927203065,60.05747126436781,5.384615384615385,,False
Jace Foskey,Harvard,D,Jr,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,9.578544061302683,35.24904214559387,48.75478927203065,53.16091954022989,1.9230769230769231,,False
Charlie Campbell,Clarkson,F,So,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,2.098635886673662,26.705141657922347,43.12696747114376,54.98426023084995,1.9412381951731374,,False
Alex Cohen,Union,F,Jr,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,3.7250786988457505,26.705141657922347,43.12696747114376,54.98426023084995,13.16894018887723,5.134788189987163,False
Jack Powell,Bemidji State,D,So,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,7.854406130268199,35.24904214559387,48.75478927203065,45.11494252873563,7.98076923076923,,False
Evan McIntyre,Ohio State,D,So,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,5.363984674329502,35.24904214559387,48.75478927203065,45.11494252873563,5.384615384615385,,False
Jack Jeffers,Lake Superior,F,Sr,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,3.7250786988457505,26.705141657922347,43.12696747114376,35.30954879328437,1.9412381951731374,,False
Trevor St-Jean,Bowling Green,F,Sr,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,100.0,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,2.098635886673662,26.705141657922347,43.12696747114376,47.95383001049318,1.9412381951731374,98.01026957637997,False
Jackson Ross,Colorado College,D,Sr,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,2.0114942528735633,35.24904214559387,48.75478927203065,60.05747126436781,1.9230769230769231,,False
Matt Denman,Minnesota,D,Sr,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,2.0114942528735633,35.24904214559387,48.75478927203065,53.16091954022989,1.9230769230769231,,False
Brenden Datema,Michigan Tech,D,Jr,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,5.363984674329502,35.24904214559387,48.75478927203065,60.05747126436781,1.9230769230769231,,False
Altti Nykanen,RPI,F,So,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,3.7250786988457505,26.705141657922347,43.12696747114376,62.48688352570829,1.9412381951731374,,False
Luke Perunovich,Providence,D,Sr,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,2.0114942528735633,35.24904214559387,48.75478927203065,60.05747126436781,1.9230769230769231,,False
Sami Pharaon,Princeton,D,Sr,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,2.0114942528735633,35.24904214559387,48.75478927203065,45.11494252873563,5.384615384615385,,False
Perry Winfree,Maine,F,Jr,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,0.6820566631689402,26.705141657922347,43.12696747114376,47.95383001049318,1.9412381951731374,,False
Jason Kleinhans,Air Force,F,Fr,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,3.7250786988457505,26.705141657922347,43.12696747114376,41.2906610703043,1.9412381951731374,,False
Jake Gingell,Michigan,D,Sr,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,2.0114942528735633,35.24904214559387,48.75478927203065,53.16091954022989,7.98076923076923,,False
Colby Enns,Northern Michigan,D,Jr,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,5.363984674329502,35.24904214559387,48.75478927203065,53.16091954022989,1.9230769230769231,,False
Liam McLinskey,Quinnipiac,F,Fr,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,2.098635886673662,26.705141657922347,43.12696747114376,54.98426023084995,1.9412381951731374,,False
Zane Kindrachuk,Niagara,F,Fr,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,0.6820566631689402,26.705141657922347,43.12696747114376,47.95383001049318,1.9412381951731374,,False
Daniel Petrick,Sacred Heart,D,Jr,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,6.0,4.0,60.0,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,5.363984674329502,35.24904214559387,48.75478927203065,45.11494252873563,1.9230769230769231,67.96116504854369,False
Chase Danol,Bowling Green,F,Jr,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,3.7250786988457505,26.705141657922347,43.12696747114376,47.95383001049318,1.9412381951731374,,False
Kevin Sadovski,Merrimack,D,So,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,9.578544061302683,35.24904214559387,48.75478927203065,45.11494252873563,5.384615384615385,,False
Billy Duma,Air Force,F,Sr,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,2.098635886673662,26.705141657922347,43.12696747114376,54.98426023084995,1.9412381951731374,,False
Michal Stinil,American Int'l,F,So,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,0.6820566631689402,26.705141657922347,43.12696747114376,54.98426023084995,5.823714585519412,98.01026957637997,False
Theo Pistek,Mass.-Lowell,F,Fr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,0.6820566631689402,26.705141657922347,43.12696747114376,54.98426023084995,1.9412381951731374,,False
Cam Babiak,Bowling Green,D,Jr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,2.0114942528735633,35.24904214559387,48.75478927203065,53.16091954022989,1.9230769230769231,,False
Jack Page,Boston University,D,Fr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,2.0114942528735633,35.24904214559387,48.75478927203065,53.16091954022989,1.9230769230769231,,False
Aidan Metcalfe,Connecticut,D,Fr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,2.0114942528735633,35.24904214559387,48.75478927203065,53.16091954022989,1.9230769230769231,,False
Tanner Hickey,Arizona State,D,Jr,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,5.363984674329502,35.24904214559387,48.75478927203065,60.05747126436781,7.98076923076923,,False
Alexander Tertyshny,American Int'l,D,Fr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,2.0114942528735633,35.24904214559387,48.75478927203065,53.16091954022989,1.9230769230769231,,False
Joe Hankinson,New Hampshire,F,Jr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,0.6820566631689402,26.705141657922347,43.12696747114376,54.98426023084995,1.9412381951731374,,False
Jack Hoey,Colgate,F,Jr,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,2.098635886673662,26.705141657922347,43.12696747114376,47.95383001049318,1.9412381951731374,,False
Andrew Gilbert,Army,D,Fr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,2.0114942528735633,35.24904214559387,48.75478927203065,53.16091954022989,1.9230769230769231,,False
Alec Semandel,New Hampshire,D,Sr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,2.0114942528735633,35.24904214559387,48.75478927203065,53.16091954022989,1.9230769230769231,,False
Jared Kucharek,Western Michigan,D,Sr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-22,D,6.992337164750957,17.911877394636015,7.662835249042145,2.0114942528735633,35.24904214559387,48.75478927203065,53.16091954022989,1.9230769230769231,,False
Luke Khozozian,Harvard,F,Fr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,0.6820566631689402,26.705141657922347,43.12696747114376,54.98426023084995,1.9412381951731374,,False
Zach Purcell,American Int'l,F,Fr,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,2.098635886673662,26.705141657922347,43.12696747114376,54.98426023084995,1.9412381951731374,,False
Reilly Funk,Northern Michigan,F,Fr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,0.6820566631689402,26.705141657922347,43.12696747114376,47.95383001049318,1.9412381951731374,,False
Jackson Sterrett,Mass.-Lowell,F,So,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-22,F,3.620146904512067,7.135362014690451,5.718782791185729,2.098635886673662,26.705141657922347,43.12696747114376,54.98426023084995,1.9412381951731374,,False
Adam Fantilli,Michigan,F,Fr,36.0,30.0,35.0,65.0,1.8056,67.0,145.0,4.0,10.0,0.0,31.0,13.0,314.0,287.0,52.2,2022-23,F,100.0,99.94979919678715,99.69879518072288,99.3975903614458,99.49799196787149,42.821285140562246,99.49799196787149,59.48795180722891,73.68090452261306,True
Logan Cooley,Minnesota,F,Fr,39.0,22.0,38.0,60.0,1.5385,42.0,100.0,6.0,2.0,0.0,38.0,10.0,296.0,273.0,52.0,2022-23,F,99.79919678714859,99.49799196787149,99.94979919678715,91.26506024096386,73.79518072289156,42.821285140562246,100.0,47.941767068273094,72.8643216080402,True
Collin Graf,Quinnipiac,F,So,41.0,21.0,38.0,59.0,1.439,4.0,117.0,4.0,8.0,0.0,31.0,19.0,0.0,1.0,0.0,2022-23,F,99.69879518072288,98.79518072289156,99.94979919678715,95.58232931726907,98.84538152610442,42.821285140562246,99.49799196787149,79.61847389558233,6.092964824120603,True
Sean Farrell,Harvard,F,Jr,34.0,20.0,33.0,53.0,1.5588,12.0,107.0,4.0,4.0,2.0,21.0,10.0,0.0,5.0,0.0,2022-23,F,99.8995983935743,97.99196787148594,99.59839357429718,93.52409638554217,88.25301204819277,98.2429718875502,98.3433734939759,47.941767068273094,6.092964824120603,True
Jimmy Snuggerud,Minnesota,F,Fr,40.0,21.0,29.0,50.0,1.25,42.0,149.0,3.0,8.0,0.0,35.0,20.0,5.0,6.0,45.5,2022-23,F,99.34738955823293,98.79518072289156,98.99598393574297,99.69879518072288,98.84538152610442,42.821285140562246,99.79919678714859,81.67670682730925,45.22613065326633,True
Ryan McAllister,Western Michigan,F,Fr,39.0,13.0,36.0,49.0,1.2564,14.0,118.0,0.0,4.0,0.0,21.0,6.0,0.0,0.0,,2022-23,F,99.49799196787149,91.66666666666666,99.79919678714859,95.83333333333334,88.25301204819277,42.821285140562246,98.3433734939759,28.463855421686745,,True
Luke Hughes,Michigan,D,So,39.0,10.0,38.0,48.0,1.2308,26.0,135.0,3.0,1.0,1.0,24.0,35.0,0.0,0.0,,2022-23,D,99.80988593155894,98.85931558935361,100.0,100.0,80.13307984790875,97.6235741444867,98.28897338403041,61.12167300380228,,True
Lane Hutson,Boston University,D,Fr,39.0,15.0,33.0,48.0,1.2308,26.0,116.0,5.0,2.0,0.0,25.0,45.0,0.0,0.0,,2022-23,D,99.80988593155894,100.0,99.80988593155894,99.23954372623575,90.39923954372624,47.81368821292776,98.76425855513308,79.94296577946768,,True
Matt Brown,Boston University,F,Sr,39.0,16.0,31.0,47.0,1.2051,6.0,112.0,3.0,5.0,0.0,15.0,3.0,12.0,12.0,50.0,2022-23,F,98.94578313253012,95.68273092369478,99.34738955823293,94.77911646586345,92.82128514056225,42.821285140562246,96.18473895582329,16.315261044176708,64.6356783919598,True
Jason Polin,Western Michigan,F,Sr,39.0,30.0,17.0,47.0,1.2051,13.0,152.0,4.0,6.0,2.0,26.0,19.0,4.0,5.0,44.4,2022-23,F,98.94578313253012,99.94979919678715,91.31526104417671,99.8995983935743,95.63253012048193,98.2429718875502,99.19678714859438,79.61847389558233,41.14321608040201,True
Massimo Rizzo,Denver,F,So,38.0,17.0,29.0,46.0,1.2105,14.0,121.0,2.0,5.0,0.0,24.0,23.0,332.0,311.0,51.6,2022-23,F,99.09638554216868,96.43574297188755,98.99598393574297,96.3855421686747,92.82128514056225,42.821285140562246,98.84538152610442,88.70481927710844,71.85929648241206,True
Austen Swankler,Bowling Green,F,So,35.0,19.0,25.0,44.0,1.2571,43.0,93.0,3.0,4.0,0.0,13.0,6.0,218.0,225.0,49.2,2022-23,F,99.59839357429718,97.54016064257029,97.99196787148594,88.60441767068274,88.25301204819277,42.821285140562246,94.67871485943775,28.463855421686745,59.2964824120603,True
Mackie Samoskevich,Michigan,F,So,39.0,20.0,23.0,43.0,1.1026,28.0,133.0,2.0,6.0,0.0,5.0,13.0,25.0,26.0,49.0,2022-23,F,98.14257028112449,97.99196787148594,97.33935742971887,97.9417670682731,95.63253012048193,42.821285140562246,82.2289156626506,59.48795180722891,58.165829145728644,True
Sam Lipkin,Quinnipiac,F,Fr,39.0,14.0,29.0,43.0,1.1026,14.0,100.0,3.0,3.0,0.0,33.0,12.0,31.0,19.0,62.0,2022-23,F,98.14257028112449,93.57429718875501,98.99598393574297,91.26506024096386,81.97791164658635,42.821285140562246,99.69879518072288,55.321285140562246,91.4572864321608,True
Matthew Knies,Minnesota,F,So,40.0,21.0,21.0,42.0,1.05,29.0,131.0,7.0,6.0,2.0,31.0,16.0,8.0,8.0,50.0,2022-23,F,97.59036144578313,98.79518072289156,95.98393574297188,97.69076305220884,95.63253012048193,98.2429718875502,99.49799196787149,70.78313253012048,64.6356783919598,True
Jackson Blake,North Dakota,F,Fr,39.0,16.0,26.0,42.0,1.0769,16.0,99.0,2.0,6.0,0.0,-1.0,17.0,0.0,1.0,0.0,2022-23,F,97.89156626506023,95.68273092369478,98.29317269076306,90.96385542168674,95.63253012048193,42.821285140562246,49.54819277108434,74.09638554216868,6.092964824120603,True
Robert Mastrosimone,Arizona State,F,Sr,38.0,11.0,31.0,42.0,1.1053,31.0,161.0,4.0,4.0,1.0,4.0,33.0,145.0,134.0,52.0,2022-23,F,98.3433734939759,86.54618473895582,99.34738955823293,100.0,88.25301204819277,91.26506024096386,79.16666666666666,97.69076305220884,72.8643216080402,True
Max Sasson,Western Michigan,F,So,38.0,15.0,27.0,42.0,1.1053,18.0,106.0,4.0,5.0,0.0,20.0,21.0,385.0,419.0,47.9,2022-23,F,98.3433734939759,94.77911646586345,98.59437751004016,93.22289156626506,92.82128514056225,42.821285140562246,97.9417670682731,83.58433734939759,54.020100502512555,True
